BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2014;030000079;030780100;MEDCH;1;;1;
USLD_P;2014;030000079;030780100;N2210;13;1;11.24;
USLD_P;2014;030000079;030780100;N2410;;1;0.12;
USLD_P;2014;030000079;030780100;N2510;26;1;25.64;
USLD_P;2014;030000079;030780100;NAUT;19;3;16.46;
USLD_P;2014;030000087;030780118;M1320;2;1;2.1;
USLD_P;2014;030000087;030780118;MEDCH;2;1;2.1;
USLD_P;2014;030000087;030780118;N2210;21;6;24.72;
USLD_P;2014;030000087;030780118;N2410;0;3;0.25;
USLD_P;2014;030000087;030780118;N2460;0;1;0.37;
USLD_P;2014;030000087;030780118;N2510;32;5;35.09;
USLD_P;2014;030000087;030780118;NAUT;18;13;32.92;
USLD_P;2014;030000160;030780282;MEDCH;2;;1.4;0
USLD_P;2014;030000160;030780282;N2210;7;;7.91;0
USLD_P;2014;030000160;030780282;N2410;0;;0.24;0
USLD_P;2014;030000160;030780282;N2510;11;;14.78;0
USLD_P;2014;030000160;030780282;N3120;1;;0.25;0
USLD_P;2014;030000160;030780282;NAUT;23;;20.91;0
USLD_P;2014;040000093;040780215;MEDCH;;3;0.7;1
USLD_P;2014;040000093;040780215;N2210;7;3;4.64;1
USLD_P;2014;040000093;040780215;N2410;2;;1.74;1
USLD_P;2014;040000093;040780215;N2510;7;6;11.9;1
USLD_P;2014;040000093;040780215;N3120;;1;0.7;1
USLD_P;2014;040000093;040780215;NAUT;15;8;11.4;1
USLD_P;2014;040780405;040000168;M1320;;1;0.2;
USLD_P;2014;040780405;040000168;MEDCH;;2;0.9;
USLD_P;2014;040780405;040000168;N2210;6;1;6.5;
USLD_P;2014;040780405;040000168;N2410;;2;0.4;
USLD_P;2014;040780405;040000168;N2460;;1;0.5;
USLD_P;2014;040780405;040000168;N2510;12;;12;
USLD_P;2014;040780405;040000168;NAUT;10;2;10.6;
USLD_P;2014;050000132;050007145;MEDCH;;1;0.8;1
USLD_P;2014;050000132;050007145;N2210;2;7;7.64;1
USLD_P;2014;050000132;050007145;N2410;;2;0.23;1
USLD_P;2014;050000132;050007145;N2510;9;3;10.68;1
USLD_P;2014;050000132;050007145;NAUT;13;2;6.4;1
USLD_P;2014;050000231;050000116;M1320;0;1;0.67;
USLD_P;2014;050000231;050000116;MEDCH;0;1;0.71;
USLD_P;2014;050000231;050000116;N2210;7;3;8.15;
USLD_P;2014;050000231;050000116;N2410;0;1;0.8;
USLD_P;2014;050000231;050000116;N2460;0;0;0.24;
USLD_P;2014;050000231;050000116;N2510;10;1;12.55;
USLD_P;2014;050000231;050000116;NAUT;17;1;10.55;
USLD_P;2014;050000256;050000124;M1320;3;;3;1
USLD_P;2014;050000256;050000124;MEDCH;4;1;1.5;1
USLD_P;2014;050000256;050000124;N2210;1;8;6.63;
USLD_P;2014;050000256;050000124;N2410;1;1;0.5;
USLD_P;2014;050000256;050000124;N2510;10;8;16.03;
USLD_P;2014;050000256;050000124;NAUT;;9;7.12;
USLD_P;2014;050000348;050002948;M1320;1;0;0.48;
USLD_P;2014;050000348;050002948;MEDCH;1;0;0.48;
USLD_P;2014;050000348;050002948;N2210;9;3;12.85;
USLD_P;2014;050000348;050002948;N2460;2;0;0.43;
USLD_P;2014;050000348;050002948;N2510;18;3;19.85;
USLD_P;2014;050000348;050002948;NAUT;9;8;11.73;
USLD_P;2014;050006436;050002948;M1320;0;0;0.48;
USLD_P;2014;050006436;050002948;MEDCH;0;0;0.48;
USLD_P;2014;050006436;050002948;N2210;0;0;11.78;
USLD_P;2014;050006436;050002948;N2410;0;0;0.37;
USLD_P;2014;050006436;050002948;N2460;0;0;0.43;
USLD_P;2014;050006436;050002948;N2510;0;0;19.85;
USLD_P;2014;050006436;050002948;NAUT;0;0;11.57;
USLD_P;2014;060000510;060780954;MEDCH;2;;0.5;0
USLD_P;2014;060000510;060780954;N2210;5;;4.81;1
USLD_P;2014;060000510;060780954;N2510;7;;7.63;1
USLD_P;2014;060000510;060780954;N3120;;;0.05;1
USLD_P;2014;060000510;060780954;NAUT;5;;4.84;1
USLD_P;2014;060000551;060781010;MEDCH;;4;0.7;
USLD_P;2014;060000551;060781010;N2210;5;2;6.3;
USLD_P;2014;060000551;060781010;N2410;1;2;1.3;
USLD_P;2014;060000551;060781010;N2510;15;2;15.6;
USLD_P;2014;060019213;060005188;MEDCH;;2;0.6;1
USLD_P;2014;060019213;060005188;N2210;4;1;4.4;0
USLD_P;2014;060019213;060005188;N2410;1;;0.5;0
USLD_P;2014;060019213;060005188;N2470;1;;0.5;1
USLD_P;2014;060019213;060005188;N2510;10;;10;0
USLD_P;2014;060019213;060005188;NAUT;;7;4.39;1
USLD_P;2014;060788957;060785011;M1320;1;0;0.1;
USLD_P;2014;060788957;060785011;MEDCH;1;0;0.1;
USLD_P;2014;060788957;060785011;N2210;10;1;9.43;
USLD_P;2014;060788957;060785011;N2410;1;0;0.4;
USLD_P;2014;060788957;060785011;N2510;19;0;16.72;
USLD_P;2014;060788957;060785011;N3120;0;0;0.02;
USLD_P;2014;060788957;060785011;NAUT;13;2;9.57;
USLD_P;2014;060790177;060785011;MEDCH;0;1;0.2;0
USLD_P;2014;060790177;060785011;N2210;4;1;3.72;0
USLD_P;2014;060790177;060785011;N2510;8;1;7.29;0
USLD_P;2014;060790177;060785011;NAUT;9;0;8.75;0
USLD_P;2014;060790631;060791761;MEDCH;;2;0.2;0
USLD_P;2014;060790631;060791761;N2210;8;1;8.03;0
USLD_P;2014;060790631;060791761;N2410;1;1;1.8;0
USLD_P;2014;060790631;060791761;N2510;8;1;8.25;0
USLD_P;2014;060790631;060791761;N3120;;1;0.6;0
USLD_P;2014;060790631;060791761;NAUT;10;3;11.67;0
USLD_P;2014;060790680;060780897;MEDCH;;1;0.5;
USLD_P;2014;060790680;060780897;N2210;3;6;5.75;
USLD_P;2014;060790680;060780897;N2410;1;;1;
USLD_P;2014;060790680;060780897;N2510;7;12;11.89;
USLD_P;2014;060790680;060780897;NAUT;6;5;7.61;
USLD_P;2014;060791811;750826638;N2210;9;6;10.21;
USLD_P;2014;060791811;750826638;N2410;1;;0.5;
USLD_P;2014;060791811;750826638;N2460;1;;1;
USLD_P;2014;060791811;750826638;N2470;1;;0.12;
USLD_P;2014;060791811;750826638;N2510;22;15;29.19;
USLD_P;2014;060791811;750826638;NAUT;3;2;1.66;
USLD_P;2014;060794021;060780988;MEDCH;;1;0.5;1
USLD_P;2014;060794021;060780988;N2210;4;9;8.58;1
USLD_P;2014;060794021;060780988;N2410;;3;0.5;1
USLD_P;2014;060794021;060780988;N2510;14;16;18.2;1
USLD_P;2014;060794021;060780988;N3120;;1;0.41;1
USLD_P;2014;060794021;060780988;NAUT;4;20;11.27;1
USLD_P;2014;070000047;070780127;MEDCH;;1;0.34;0
USLD_P;2014;070000047;070780127;N2210;15;2;16.88;
USLD_P;2014;070000047;070780127;N2410;;1;0.25;
USLD_P;2014;070000047;070780127;N2460;;1;0.2;
USLD_P;2014;070000047;070780127;N2510;30;6;34.73;
USLD_P;2014;070000047;070780127;N3120;;1;0.15;
USLD_P;2014;070000047;070780127;NAUT;25;4;27.58;
USLD_P;2014;070784517;070002878;MEDCH;;2;0.9;
USLD_P;2014;070784517;070002878;N2210;6;4;8.28;
USLD_P;2014;070784517;070002878;N2410;1;1;1.4;
USLD_P;2014;070784517;070002878;N2510;27;8;32.01;
USLD_P;2014;070784517;070002878;NAUT;34;10;15.31;
USLD_P;2014;080000110;080000037;M1320;1;0;0.5;1
USLD_P;2014;080000110;080000037;MEDCH;1;0;0.5;1
USLD_P;2014;080000110;080000037;N2210;7;0;10.6;0
USLD_P;2014;080000110;080000037;N2410;0;1;0.1;1
USLD_P;2014;080000110;080000037;N2460;0;1;0.1;1
USLD_P;2014;080000110;080000037;N2470;0;1;0.1;1
USLD_P;2014;080000110;080000037;N2510;12;0;16;0
USLD_P;2014;080000110;080000037;NAUT;4;0;4;0
USLD_P;2014;080000219;080001969;MEDCH;;1;0.05;0
USLD_P;2014;080000219;080001969;N2210;9;;0.5;0
USLD_P;2014;080000219;080001969;N2510;11;1;1.69;0
USLD_P;2014;080000219;080001969;NAUT;5;;0.2;0
USLD_P;2014;080000276;080001969;MEDCH;1;;0.2;
USLD_P;2014;080000276;080001969;N2210;6;2;5.05;
USLD_P;2014;080000276;080001969;N2510;9;;5.07;
USLD_P;2014;080000276;080001969;NAUT;5;;3.22;
USLD_P;2014;080005960;080000615;M1320;2;;1.3;0
USLD_P;2014;080005960;080000615;MEDCH;2;;1.46;0
USLD_P;2014;080005960;080000615;N2210;7;8;12.43;0
USLD_P;2014;080005960;080000615;N2410;;;0.35;0
USLD_P;2014;080005960;080000615;N2510;30;15;37.27;0
USLD_P;2014;080005960;080000615;NAUT;17;18;25.66;0
USLD_P;2014;100000116;100000041;MEDCH;;1;0.6;0
USLD_P;2014;100000116;100000041;N2210;6;4;6.69;0
USLD_P;2014;100000116;100000041;N2410;1;;1;0
USLD_P;2014;100000116;100000041;N2510;12;1;11.86;0
USLD_P;2014;100000116;100000041;NAUT;3;5;9.94;0
USLD_P;2014;100000140;100000058;MEDCH;;2;0.6;0
USLD_P;2014;100000140;100000058;N2210;7;;6.7;0
USLD_P;2014;100000140;100000058;N2510;8;2;11.22;0
USLD_P;2014;100000140;100000058;NAUT;6;2;4.49;0
USLD_P;2014;100000801;100006279;M1320;1;;0.5;0
USLD_P;2014;100000801;100006279;MEDCH;1;;0.5;0
USLD_P;2014;100000801;100006279;N2210;4;;3.96;0
USLD_P;2014;100000801;100006279;N2510;6;;9.53;0
USLD_P;2014;100000801;100006279;NAUT;19;;14.95;
USLD_P;2014;100006493;100000017;M1320;5;1;1.1;0
USLD_P;2014;100006493;100000017;MEDCH;5;1;1.1;0
USLD_P;2014;100006493;100000017;N2210;3;18;15.65;0
USLD_P;2014;100006493;100000017;N2410;;2;0.64;0
USLD_P;2014;100006493;100000017;N2460;1;;1;0
USLD_P;2014;100006493;100000017;N2510;;63;37.22;0
USLD_P;2014;100006493;100000017;NAUT;1;23;10.75;1
USLD_P;2014;110000049;110780087;M1320;2;;1.2;
USLD_P;2014;110000049;110780087;MEDCH;;4;1.7;
USLD_P;2014;110000049;110780087;N2210;9;4;7.5;
USLD_P;2014;110000049;110780087;N2410;;1;0.6;
USLD_P;2014;110000049;110780087;N2460;;1;0.24;
USLD_P;2014;110000049;110780087;N2510;7;5;10.32;
USLD_P;2014;110000049;110780087;NAUT;5;8;6.17;
USLD_P;2014;110000247;110780772;M1320;;1;0.22;1
USLD_P;2014;110000247;110780772;MEDCH;;1;0.22;1
USLD_P;2014;110000247;110780772;N2210;6;2;6.35;1
USLD_P;2014;110000247;110780772;N2410;1;;0.25;1
USLD_P;2014;110000247;110780772;N2460;;1;0.4;1
USLD_P;2014;110000247;110780772;N2510;11;2;12.41;1
USLD_P;2014;110000247;110780772;N3120;1;;0.08;1
USLD_P;2014;110000247;110780772;NAUT;9;2;7.77;1
USLD_P;2014;110006137;110780061;M1320;;2;0.16;1
USLD_P;2014;110006137;110780061;MEDCH;;2;0.3;1
USLD_P;2014;110006137;110780061;N2210;3;1;4.21;0
USLD_P;2014;110006137;110780061;N2410;;1;0.2;1
USLD_P;2014;110006137;110780061;N2460;;2;0.9;1
USLD_P;2014;110006137;110780061;N2510;14;;13.34;0
USLD_P;2014;110006137;110780061;NAUT;1;20;6.74;1
USLD_P;2014;110781283;110780137;M1320;1;;0.81;1
USLD_P;2014;110781283;110780137;MEDCH;1;1;1.52;1
USLD_P;2014;110781283;110780137;N2210;23;2;18.47;1
USLD_P;2014;110781283;110780137;N2410;;1;0.4;1
USLD_P;2014;110781283;110780137;N2510;73;8;37.62;1
USLD_P;2014;110781283;110780137;N3120;2;;0.39;1
USLD_P;2014;110781283;110780137;NAUT;32;3;16.29;1
USLD_P;2014;110786746;110786324;MEDCH;;1;0.5;
USLD_P;2014;110786746;110786324;N2210;3;3;6.75;
USLD_P;2014;110786746;110786324;N2510;15;;17.8;
USLD_P;2014;120000070;120780085;MEDCH;;1;0.45;
USLD_P;2014;120000070;120780085;N2210;6;;6;
USLD_P;2014;120000070;120780085;N2510;9;1;9.8;
USLD_P;2014;120000070;120780085;N3120;;1;0.1;
USLD_P;2014;120000070;120780085;NAUT;3;1;3.8;
USLD_P;2014;120000088;120780093;MEDCH;1;0;0.56;
USLD_P;2014;120000088;120780093;N2210;5;0;4.13;
USLD_P;2014;120000088;120780093;N2410;1;0;0.5;
USLD_P;2014;120000088;120780093;N2510;11;2;11.89;
USLD_P;2014;120000088;120780093;NAUT;13;6;12.02;
USLD_P;2014;120000096;120780101;MEDCH;0;0;0.18;0
USLD_P;2014;120000096;120780101;N2210;7;1;6.43;0
USLD_P;2014;120000096;120780101;N2410;0;0;0.18;1
USLD_P;2014;120000096;120780101;N2460;0;0;0;1
USLD_P;2014;120000096;120780101;N2510;11;3;13.83;0
USLD_P;2014;120000096;120780101;N3120;0;0;0;1
USLD_P;2014;120000096;120780101;NAUT;9;3;9.9;0
USLD_P;2014;120000153;120780291;M1320;;1;0.5;0
USLD_P;2014;120000153;120780291;MEDCH;1;1;1.5;0
USLD_P;2014;120000153;120780291;N2210;9;;9;0
USLD_P;2014;120000153;120780291;N2460;1;;1;0
USLD_P;2014;120000153;120780291;N2510;9;1;9.8;0
USLD_P;2014;120000153;120780291;NAUT;8;2;8.6;0
USLD_P;2014;120004668;120004619;M1320;1;;0.1;1
USLD_P;2014;120004668;120004619;MEDCH;3;;0.81;1
USLD_P;2014;120004668;120004619;N2210;7;3;7.83;1
USLD_P;2014;120004668;120004619;N2410;3;;0.21;1
USLD_P;2014;120004668;120004619;N2460;1;;0.3;1
USLD_P;2014;120004668;120004619;N2510;14;5;15.69;0
USLD_P;2014;120004668;120004619;N3120;;1;0.1;1
USLD_P;2014;120004668;120004619;NAUT;13;5;15.7;1
USLD_P;2014;120782263;120780069;MEDCH;2;0;1.25;1
USLD_P;2014;120782263;120780069;N2210;13;8;18.68;0
USLD_P;2014;120782263;120780069;N2510;31;0;31.16;0
USLD_P;2014;120782263;120780069;NAUT;14;4;17.22;0
USLD_P;2014;120783097;120004528;MEDCH;1;;0.7;
USLD_P;2014;120783097;120004528;N2210;9;;9.24;
USLD_P;2014;120783097;120004528;N2410;1;;0.7;
USLD_P;2014;120783097;120004528;N2510;15;2;17.17;
USLD_P;2014;120786959;120780044;M1320;2;;0.6;0
USLD_P;2014;120786959;120780044;MEDCH;2;;0.6;0
USLD_P;2014;120786959;120780044;N2210;7;1;8.22;0
USLD_P;2014;120786959;120780044;N2410;;1;0.5;0
USLD_P;2014;120786959;120780044;N2460;;1;0.43;0
USLD_P;2014;120786959;120780044;N2510;6;2;7.18;0
USLD_P;2014;120786959;120780044;NAUT;14;6;13.24;0
USLD_P;2014;130000516;130781339;M1320;1;;1;0
USLD_P;2014;130000516;130781339;MEDCH;3;;1.6;0
USLD_P;2014;130000516;130781339;N2210;11;3;13.1;0
USLD_P;2014;130000516;130781339;N2410;1;;0.5;0
USLD_P;2014;130000516;130781339;N2510;16;6;16.7;0
USLD_P;2014;130000516;130781339;N3120;1;;0.35;1
USLD_P;2014;130000516;130781339;NAUT;10;7;13.63;1
USLD_P;2014;130000565;130781446;M1320;2;;0.5;1
USLD_P;2014;130000565;130781446;MEDCH;3;;1;1
USLD_P;2014;130000565;130781446;N2210;2;3;5.47;1
USLD_P;2014;130000565;130781446;N2410;;1;0.7;1
USLD_P;2014;130000565;130781446;N2460;;;;1
USLD_P;2014;130000565;130781446;N2470;;;;1
USLD_P;2014;130000565;130781446;N2510;11;7;17.99;1
USLD_P;2014;130000565;130781446;N3120;;1;0.25;1
USLD_P;2014;130000565;130781446;NAUT;1;10;5.17;1
USLD_P;2014;130001225;130782634;MEDCH;2;;1.04;
USLD_P;2014;130001225;130782634;N2210;4;8;4.51;
USLD_P;2014;130001225;130782634;N2410;1;;0.52;
USLD_P;2014;130001225;130782634;N2460;;1;0.42;
USLD_P;2014;130001225;130782634;N2510;15;3;15.99;
USLD_P;2014;130001225;130782634;NAUT;7;3;6.98;
USLD_P;2014;130001258;130028228;MEDCH;1;;1;
USLD_P;2014;130001258;130028228;N2210;9;1;9.6;
USLD_P;2014;130001258;130028228;NAUT;6;3;6.75;
USLD_P;2014;130037674;130789316;M1320;;1;0.3;1
USLD_P;2014;130037674;130789316;MEDCH;;1;0.3;1
USLD_P;2014;130037674;130789316;N2210;6;2;6.28;1
USLD_P;2014;130037674;130789316;N2510;6;12;13.04;1
USLD_P;2014;130037674;130789316;NAUT;2;7;6.33;1
USLD_P;2014;130043664;130002157;MEDCH;;1;0.5;0
USLD_P;2014;130043664;130002157;N2210;6;;6;0
USLD_P;2014;130043664;130002157;N2410;;1;1;0
USLD_P;2014;130043664;130002157;N2510;13;;13;0
USLD_P;2014;130043664;130002157;NAUT;7;;7;0
USLD_P;2014;130782097;130000938;M1320;;1;0.32;0
USLD_P;2014;130782097;130000938;MEDCH;;1;0.32;0
USLD_P;2014;130782097;130000938;N2210;1;3;2;0
USLD_P;2014;130782097;130000938;N2410;;1;0.28;0
USLD_P;2014;130782097;130000938;N2510;6;1;6.3;0
USLD_P;2014;130782097;130000938;N3120;;1;0.04;0
USLD_P;2014;130782097;130000938;NAUT;;4;3.7;0
USLD_P;2014;130783830;130001514;M1320;0;2;0.4;0
USLD_P;2014;130783830;130001514;MEDCH;0;2;0.4;0
USLD_P;2014;130783830;130001514;N2210;3;2;4.5;0
USLD_P;2014;130783830;130001514;N2410;1;1;1.1;0
USLD_P;2014;130783830;130001514;N2510;6;6;9.25;0
USLD_P;2014;130783830;130001514;N3120;0;1;0.2;0
USLD_P;2014;130783830;130001514;NAUT;4;11;8.63;0
USLD_P;2014;130798358;130041916;MEDCH;;2;1.2;1
USLD_P;2014;130798358;130041916;N2210;9;3;10.47;1
USLD_P;2014;130798358;130041916;N2410;;2;0.77;0
USLD_P;2014;130798358;130041916;N2460;;2;0.67;0
USLD_P;2014;130798358;130041916;N2510;25;5;27.74;0
USLD_P;2014;130798358;130041916;N3120;;1;0.26;1
USLD_P;2014;130798358;130041916;NAUT;10;20;18.23;1
USLD_P;2014;130809015;130001928;MEDCH;1;5;4.4;1
USLD_P;2014;130809015;130001928;N2210;21;2;22.6;1
USLD_P;2014;130809015;130001928;N2460;;1;0.5;0
USLD_P;2014;130809015;130001928;N2510;47;;47;1
USLD_P;2014;130809015;130001928;NAUT;14;1;14.5;1
USLD_P;2014;140000027;140000035;MEDCH;1;0;0.6;1
USLD_P;2014;140000027;140000035;N2210;6;3;8.41;
USLD_P;2014;140000027;140000035;N2510;18;2;18.9;
USLD_P;2014;140000027;140000035;NAUT;13;5;10.4;
USLD_P;2014;140000241;140026279;M1320;1;;0.1;0
USLD_P;2014;140000241;140026279;MEDCH;1;;0.1;0
USLD_P;2014;140000241;140026279;N2210;6;;4.46;0
USLD_P;2014;140000241;140026279;N2410;1;;0.1;0
USLD_P;2014;140000241;140026279;N2510;19;;15.02;0
USLD_P;2014;140000241;140026279;N3120;1;;0.49;0
USLD_P;2014;140000241;140026279;NAUT;13;;8.84;0
USLD_P;2014;140000373;140000159;M1320;1;1;0.82;1
USLD_P;2014;140000373;140000159;N2210;8;2;8.96;1
USLD_P;2014;140000373;140000159;N2510;10;;10.04;0
USLD_P;2014;140000373;140000159;N3120;;1;0.06;1
USLD_P;2014;140000373;140000159;NAUT;8;1;7.43;1
USLD_P;2014;140012196;140000100;M1320;2;1;1.47;1
USLD_P;2014;140012196;140000100;MEDCH;2;1;1.47;1
USLD_P;2014;140012196;140000100;N2210;14;6;17.52;1
USLD_P;2014;140012196;140000100;N2410;2;1;0.58;1
USLD_P;2014;140012196;140000100;N2460;1;;0.5;1
USLD_P;2014;140012196;140000100;N2470;;;;1
USLD_P;2014;140012196;140000100;N2510;43;8;46.52;1
USLD_P;2014;140012196;140000100;N3120;;;;1
USLD_P;2014;140012196;140000100;NAUT;22;6;20.74;1
USLD_P;2014;140013830;140000118;M1320;1;;1;0
USLD_P;2014;140013830;140000118;MEDCH;1;;1;0
USLD_P;2014;140013830;140000118;N2210;5;19;12.35;1
USLD_P;2014;140013830;140000118;N2460;;2;0.3;1
USLD_P;2014;140013830;140000118;N2470;;1;0.1;1
USLD_P;2014;140013830;140000118;N2510;21;24;30.11;1
USLD_P;2014;140013830;140000118;N3120;;1;0.19;1
USLD_P;2014;140013830;140000118;NAUT;12;19;19.81;1
USLD_P;2014;140017401;140000092;M1320;;1;0.53;0
USLD_P;2014;140017401;140000092;MEDCH;;2;0.93;0
USLD_P;2014;140017401;140000092;N2210;7;2;7.26;1
USLD_P;2014;140017401;140000092;N2410;;;0.02;1
USLD_P;2014;140017401;140000092;N2460;;;;1
USLD_P;2014;140017401;140000092;N2470;;;;1
USLD_P;2014;140017401;140000092;N2510;25;3;20.09;1
USLD_P;2014;140017401;140000092;N3120;;;0.05;1
USLD_P;2014;140017401;140000092;NAUT;8;5;12.07;1
USLD_P;2014;150000032;150780088;M1320;2;;0.5;1
USLD_P;2014;150000032;150780088;MEDCH;2;;0.5;1
USLD_P;2014;150000032;150780088;N2210;2;7;6.38;1
USLD_P;2014;150000032;150780088;N2410;;1;0.1;
USLD_P;2014;150000032;150780088;N2460;;1;0.24;
USLD_P;2014;150000032;150780088;N2510;14;5;17.82;0
USLD_P;2014;150000032;150780088;N3120;;1;0.16;1
USLD_P;2014;150000032;150780088;NAUT;6;3;5.52;1
USLD_P;2014;150000040;150780096;M1320;5;;0.51;1
USLD_P;2014;150000040;150780096;MEDCH;5;1;0.56;1
USLD_P;2014;150000040;150780096;N2210;7;9;12.94;0
USLD_P;2014;150000040;150780096;N2460;;1;0.5;1
USLD_P;2014;150000040;150780096;N2510;22;4;23.66;1
USLD_P;2014;150000040;150780096;N3120;;1;0.05;1
USLD_P;2014;150000040;150780096;NAUT;10;7;12.16;1
USLD_P;2014;150000164;150780468;MEDCH;1;;0.25;1
USLD_P;2014;150000164;150780468;N2210;9;;9.37;1
USLD_P;2014;150000164;150780468;N2460;1;;0.6;1
USLD_P;2014;150000164;150780468;N2510;8;2;9.46;1
USLD_P;2014;150000164;150780468;N3120;;1;0.09;1
USLD_P;2014;150000164;150780468;NAUT;7;;8;1
USLD_P;2014;150000180;150780500;MEDCH;;1;0.3;
USLD_P;2014;150000180;150780500;N2210;2;7;5.87;1
USLD_P;2014;150000180;150780500;N2460;;1;0.25;1
USLD_P;2014;150000180;150780500;N2470;;1;0.45;1
USLD_P;2014;150000180;150780500;N2510;5;8;8.26;
USLD_P;2014;150000180;150780500;NAUT;4;5;4.94;
USLD_P;2014;150002921;150780468;MEDCH;1;1;0.47;1
USLD_P;2014;150002921;150780468;N2210;6;;6.45;0
USLD_P;2014;150002921;150780468;N2410;;;0.05;1
USLD_P;2014;150002921;150780468;N2460;1;;0.1;1
USLD_P;2014;150002921;150780468;N2510;2;;2.12;0
USLD_P;2014;150002921;150780468;NAUT;5;1;1.05;1
USLD_P;2014;160000188;160000121;M1320;1;;0.39;0
USLD_P;2014;160000188;160000121;MEDCH;1;;0.87;0
USLD_P;2014;160000188;160000121;N2210;12;;9.68;1
USLD_P;2014;160000188;160000121;N2410;1;;0.5;1
USLD_P;2014;160000188;160000121;N2460;1;;0.5;0
USLD_P;2014;160000188;160000121;N2510;16;7;21.1;1
USLD_P;2014;160000188;160000121;N3120;;2;0.25;1
USLD_P;2014;160000188;160000121;NAUT;24;2;14.97;1
USLD_P;2014;160000253;160000451;M1320;3;;0.4;0
USLD_P;2014;160000253;160000451;MEDCH;3;;0.4;0
USLD_P;2014;160000253;160000451;N2210;7;1;7.65;
USLD_P;2014;160000253;160000451;N2510;12;1;11.93;
USLD_P;2014;160000253;160000451;NAUT;24;4;7.97;0
USLD_P;2014;160000303;160006037;M1320;1;;1;0
USLD_P;2014;160000303;160006037;MEDCH;1;;1;0
USLD_P;2014;160000303;160006037;N2210;14;5;16.8;0
USLD_P;2014;160000303;160006037;N2470;1;1;1.5;0
USLD_P;2014;160000303;160006037;N2510;24;13;34.1;0
USLD_P;2014;160000303;160006037;NAUT;17;5;17.8;0
USLD_P;2014;160000360;160000519;MEDCH;1;2;1.67;0
USLD_P;2014;160000360;160000519;N2210;12;3;15.71;0
USLD_P;2014;160000360;160000519;N2410;1;;0.6;0
USLD_P;2014;160000360;160000519;N2460;;1;0.21;0
USLD_P;2014;160000360;160000519;N2510;27;1;27.93;0
USLD_P;2014;160000360;160000519;N3120;1;;0.2;1
USLD_P;2014;160000360;160000519;NAUT;24;3;19.89;0
USLD_P;2014;160006391;160000485;M1320;;;0.44;0
USLD_P;2014;160006391;160000485;MEDCH;1;1;1.31;0
USLD_P;2014;160006391;160000485;N2210;6;2;6.81;1
USLD_P;2014;160006391;160000485;N2410;1;;0.1;1
USLD_P;2014;160006391;160000485;N2460;0;1;0.1;1
USLD_P;2014;160006391;160000485;N2510;10;1;10.19;1
USLD_P;2014;160006391;160000485;N3120;1;;0.1;1
USLD_P;2014;160006391;160000485;NAUT;11;3;9.34;1
USLD_P;2014;160006409;160014411;MEDCH;1;2;1.6;0
USLD_P;2014;160006409;160014411;N2210;3;7;7.82;1
USLD_P;2014;160006409;160014411;N2410;;1;0.5;1
USLD_P;2014;160006409;160014411;N2460;;2;1.04;1
USLD_P;2014;160006409;160014411;N2470;;1;0.25;1
USLD_P;2014;160006409;160014411;N2510;9;5;12.77;1
USLD_P;2014;160006409;160014411;NAUT;5;16;14.53;1
USLD_P;2014;170000152;170780225;M1320;2;0;0.9;1
USLD_P;2014;170000152;170780225;MEDCH;2;1;1;1
USLD_P;2014;170000152;170780225;N2210;10;0;9.93;1
USLD_P;2014;170000152;170780225;N2510;23;6;27.9;1
USLD_P;2014;170000152;170780225;NAUT;8;3;12.03;1
USLD_P;2014;170791321;170023279;M1320;3;1;1.36;1
USLD_P;2014;170791321;170023279;MEDCH;3;1;1.36;1
USLD_P;2014;170791321;170023279;N2210;17;1;16.01;0
USLD_P;2014;170791321;170023279;N2470;;1;0.51;1
USLD_P;2014;170791321;170023279;N2510;36;20;49.52;1
USLD_P;2014;170791321;170023279;N3120;1;;0.15;1
USLD_P;2014;170791321;170023279;NAUT;24;10;20.98;1
USLD_P;2014;170792220;170780175;M1320;0;1;0.2;1
USLD_P;2014;170792220;170780175;MEDCH;0;1;0.2;1
USLD_P;2014;170792220;170780175;N2210;17;5;6.66;1
USLD_P;2014;170792220;170780175;N2510;20;13;12.54;1
USLD_P;2014;170792220;170780175;N3120;1;;0.05;1
USLD_P;2014;170792220;170780175;NAUT;19;12;16.56;1
USLD_P;2014;170802789;170780191;M1320;1;;0.45;0
USLD_P;2014;170802789;170780191;MEDCH;1;;0.45;0
USLD_P;2014;170802789;170780191;N2210;6;2;8.21;1
USLD_P;2014;170802789;170780191;N2410;1;;1;1
USLD_P;2014;170802789;170780191;N2510;24;5;28.05;1
USLD_P;2014;170802789;170780191;NAUT;11;4;17.19;1
USLD_P;2014;180000176;180001158;MEDCH;;2;1.78;1
USLD_P;2014;180000176;180001158;N2210;7;2;8.12;1
USLD_P;2014;180000176;180001158;N2410;1;;0.55;1
USLD_P;2014;180000176;180001158;N2460;1;;0.6;1
USLD_P;2014;180000176;180001158;N2510;18;1;17.43;0
USLD_P;2014;180000176;180001158;N3120;;;0.01;1
USLD_P;2014;180000176;180001158;NAUT;13;4;11.6;1
USLD_P;2014;180000200;180000051;MEDCH;1;1;1.02;1
USLD_P;2014;180000200;180000051;N2210;4;2;3.9;1
USLD_P;2014;180000200;180000051;N2470;1;;0.5;1
USLD_P;2014;180000200;180000051;N2510;19;5;19.47;1
