BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2019;110780228;110000114;N9999;15;1;14.33;;
URGENCES_P;2019;110780228;110000114;NINF;10;;9.9;;
URGENCES_P;2019;110780483;110000155;M9999;3;;3;;
URGENCES_P;2019;110780483;110000155;N1220;2;;2.25;;
URGENCES_P;2019;110780483;110000155;N2120;1;;1;;
URGENCES_P;2019;110780483;110000155;N2500;4;;4.5;;
URGENCES_P;2019;110780483;110000155;N9999;16;;17.75;;
URGENCES_P;2019;110780483;110000155;NINF;9;;10;;
URGENCES_P;2019;120000039;120780044;M9999;0;23;19.37;1;1
URGENCES_P;2019;120000039;120780044;N1220;;4;3.38;;1
URGENCES_P;2019;120000039;120780044;N2120;;;0.03;;1
URGENCES_P;2019;120000039;120780044;N2500;15;2;16.09;;
URGENCES_P;2019;120000039;120780044;N3120;;2;1.47;;
URGENCES_P;2019;120000039;120780044;N9999;36;21;47.13;;
URGENCES_P;2019;120000039;120780044;NINF;21;11;25.24;;1
URGENCES_P;2019;120000054;120780069;M9999;0;8;6.05;2;1
URGENCES_P;2019;120000054;120780069;N1220;1;1;1.5;;0
URGENCES_P;2019;120000054;120780069;N2120;0;1;0.5;2;1
URGENCES_P;2019;120000054;120780069;N2500;5;0;4.53;;
URGENCES_P;2019;120000054;120780069;N9999;14;6;18.13;;
URGENCES_P;2019;120000054;120780069;NINF;8;4;11.55;2;1
URGENCES_P;2019;120000070;120780085;M9999;;17;6.78;3;1
URGENCES_P;2019;120000070;120780085;N1220;1;;1;3;1
URGENCES_P;2019;120000070;120780085;N2120;;1;0.5;3;1
URGENCES_P;2019;120000070;120780085;N2500;5;;5;;
URGENCES_P;2019;120000070;120780085;N3120;;1;0.1;;
URGENCES_P;2019;120000070;120780085;N9999;21;3;21.75;;
URGENCES_P;2019;120000070;120780085;NINF;14;1;14.15;3;1
URGENCES_P;2019;120004569;120004528;M9999;6;2;8.67;2;1
URGENCES_P;2019;120004569;120004528;N1220;1;;0.3;;
URGENCES_P;2019;120004569;120004528;N2120;1;;0.5;;0
URGENCES_P;2019;120004569;120004528;N2500;4;5;3.44;;
URGENCES_P;2019;120004569;120004528;N3120;1;;0.26;;
URGENCES_P;2019;120004569;120004528;N9999;18;9;13.75;;
URGENCES_P;2019;120004569;120004528;NINF;11;4;8.28;;0
URGENCES_P;2019;120004668;120004619;M9999;;9;2.68;1;1
URGENCES_P;2019;120004668;120004619;N1220;;1;0.25;;0
URGENCES_P;2019;120004668;120004619;N2120;;1;0.24;1;1
URGENCES_P;2019;120004668;120004619;N2500;4;;3.5;;
URGENCES_P;2019;120004668;120004619;N9999;13;9;12.57;;
URGENCES_P;2019;120004668;120004619;NINF;9;7;8.57;1;1
URGENCES_P;2019;130000409;130041916;M1140;0;7;0.63;;
URGENCES_P;2019;130000409;130041916;M9999;5;39;22.28;3;1
URGENCES_P;2019;130000409;130041916;N1220;;3;1.75;1;1
URGENCES_P;2019;130000409;130041916;N2120;1;2;1.58;;
URGENCES_P;2019;130000409;130041916;N2500;40;14;46.33;;
URGENCES_P;2019;130000409;130041916;N2620;1;;1;;
URGENCES_P;2019;130000409;130041916;N9999;90;46;115.79;;
URGENCES_P;2019;130000409;130041916;NINF;37;23;53.58;;
URGENCES_P;2019;130000565;130781446;M1140;;9;3.4;;0
URGENCES_P;2019;130000565;130781446;M9999;5;19;10.83;2;1
URGENCES_P;2019;130000565;130781446;N1220;2;2;3.01;3;1
URGENCES_P;2019;130000565;130781446;N2120;;1;0.9;3;1
URGENCES_P;2019;130000565;130781446;N2500;10;3;13.92;;
URGENCES_P;2019;130000565;130781446;N2620;13;2;13.4;;0
URGENCES_P;2019;130000565;130781446;N9999;40;18;52.24;;
URGENCES_P;2019;130000565;130781446;NINF;15;10;21.01;3;1
URGENCES_P;2019;130001225;130782634;M9999;2;7;15.96;2;1
URGENCES_P;2019;130001225;130782634;N1220;1;3;2.51;2;1
URGENCES_P;2019;130001225;130782634;N2120;;1;0.6;2;1
URGENCES_P;2019;130001225;130782634;N2500;13;2;13.77;;
URGENCES_P;2019;130001225;130782634;N2620;3;3;6.94;2;1
URGENCES_P;2019;130001225;130782634;N9999;48;15;53.34;;
URGENCES_P;2019;130001225;130782634;NINF;26;6;27.66;2;1
URGENCES_P;2019;130002215;130785512;M9999;6;3;7.8;;
URGENCES_P;2019;130002215;130785512;N1220;1;;1;;
URGENCES_P;2019;130002215;130785512;N2120;1;0;1;;
URGENCES_P;2019;130002215;130785512;N2500;3;1;3.6;;
URGENCES_P;2019;130002215;130785512;N2620;7;;7;;
URGENCES_P;2019;130002215;130785512;N9999;26;2;27.4;;
URGENCES_P;2019;130002215;130785512;NINF;14;1;14.8;;
URGENCES_P;2019;130002827;130789274;M3020;0;2;0.2;;
URGENCES_P;2019;130002827;130789274;M9999;3;8;6.82;;
URGENCES_P;2019;130002827;130789274;N1220;2;1;2.3;;
URGENCES_P;2019;130002827;130789274;N2120;0;2;0.57;;
URGENCES_P;2019;130002827;130789274;N2500;19;1;18.56;;
URGENCES_P;2019;130002827;130789274;N3120;0;2;0.8;;
URGENCES_P;2019;130002827;130789274;N9999;44;21;50.25;;
URGENCES_P;2019;130002827;130789274;NINF;23;8;25.21;;
URGENCES_P;2019;130002835;130789316;M9999;6;7;9.74;1;1
URGENCES_P;2019;130002835;130789316;N1220;;9;6.7;1;1
URGENCES_P;2019;130002835;130789316;N2120;;1;0.83;2;1
URGENCES_P;2019;130002835;130789316;N2500;11;12;13.55;;
URGENCES_P;2019;130002835;130789316;N2620;;;0;;1
URGENCES_P;2019;130002835;130789316;N9999;11;66;55.19;;
URGENCES_P;2019;130002835;130789316;NINF;;37;28.56;1;1
URGENCES_P;2019;130043664;130002157;M9999;7;12;14.44;;
URGENCES_P;2019;130043664;130002157;N1220;7;;6.21;;
URGENCES_P;2019;130043664;130002157;N2120;1;;1;;
URGENCES_P;2019;130043664;130002157;N2500;12;1;10.2;;
URGENCES_P;2019;130043664;130002157;N2620;2;;2;;
URGENCES_P;2019;130043664;130002157;N9999;51;6;46.98;;
URGENCES_P;2019;130043664;130002157;NINF;29;5;27.57;;
URGENCES_P;2019;130780521;130786049;M1140;2;2;3.56;;
URGENCES_P;2019;130780521;130786049;M9999;23;14;26.52;;
URGENCES_P;2019;130780521;130786049;N1220;3;1;3.8;;
URGENCES_P;2019;130780521;130786049;N2120;6;;4.5;;
URGENCES_P;2019;130780521;130786049;N2500;58;6;57.84;;
URGENCES_P;2019;130780521;130786049;N2620;1;;1;;
URGENCES_P;2019;130780521;130786049;N9999;182;34;183.81;;
URGENCES_P;2019;130780521;130786049;NINF;93;17;94.16;;
URGENCES_P;2019;130781479;130000599;M9999;4;3;5.5;;
URGENCES_P;2019;130781479;130000599;N1220;2;;2;;
URGENCES_P;2019;130781479;130000599;N2120;0;1;0.5;;
URGENCES_P;2019;130781479;130000599;N9999;17;3;17.8;;
URGENCES_P;2019;130781479;130000599;NINF;14;2;15.3;;
URGENCES_P;2019;130782071;130002454;M9999;4;2;4.5;;
URGENCES_P;2019;130782071;130002454;N1220;2;;2;;
URGENCES_P;2019;130782071;130002454;N2120;1;;1;;
URGENCES_P;2019;130782071;130002454;N2500;4;2;4.38;;
URGENCES_P;2019;130782071;130002454;N9999;13;7;17.08;;
URGENCES_P;2019;130782071;130002454;NINF;6;5;9.37;;
URGENCES_P;2019;130782147;130000979;M9999;6;4;9;;
URGENCES_P;2019;130782147;130000979;N1220;5;2;5.5;;
URGENCES_P;2019;130782147;130000979;N2120;1;1;1.1;;
URGENCES_P;2019;130782147;130000979;N9999;22;8;24.2;;
URGENCES_P;2019;130782147;130000979;NINF;16;5;17.6;;
URGENCES_P;2019;130783293;130786049;M3020;3;3;3.65;;
URGENCES_P;2019;130783293;130786049;M9999;22;24;33.07;;
URGENCES_P;2019;130783293;130786049;N1220;2;;2.42;;
URGENCES_P;2019;130783293;130786049;N2120;5;1;5.01;;
URGENCES_P;2019;130783293;130786049;N2500;77;10;75.02;;
URGENCES_P;2019;130783293;130786049;N2620;1;;1;;
URGENCES_P;2019;130783293;130786049;N3120;1;;0.5;;
URGENCES_P;2019;130783293;130786049;N9999;198;22;201.79;;
URGENCES_P;2019;130783293;130786049;NINF;112;11;117.84;;
URGENCES_P;2019;130784713;130038847;M9999;7;1;7.5;;
URGENCES_P;2019;130784713;130038847;N1220;2;;2.03;;
URGENCES_P;2019;130784713;130038847;N2120;1;;1;;
URGENCES_P;2019;130784713;130038847;N2620;1;;1;;
URGENCES_P;2019;130784713;130038847;N3120;;1;0.11;;
URGENCES_P;2019;130784713;130038847;N9999;19;1;17.88;;
URGENCES_P;2019;130784713;130038847;NINF;15;;13.74;;
URGENCES_P;2019;130785652;130014228;M9999;4;21;16.39;;
URGENCES_P;2019;130785652;130014228;N1220;12;1;13.75;;
URGENCES_P;2019;130785652;130014228;N2120;1;;1;;
URGENCES_P;2019;130785652;130014228;N2500;9;;6.65;;
URGENCES_P;2019;130785652;130014228;N2620;5;;4.87;;
URGENCES_P;2019;130785652;130014228;N9999;81;7;77.45;;
URGENCES_P;2019;130785652;130014228;NINF;54;6;51.18;;
URGENCES_P;2019;130786361;130002447;M9999;3;6;;;
URGENCES_P;2019;130786361;130002447;N2120;1;;0.58;;
URGENCES_P;2019;130786361;130002447;N2500;6;;5.34;;
URGENCES_P;2019;130786361;130002447;N9999;20;2;18.48;;
URGENCES_P;2019;130786361;130002447;NINF;13;2;12.56;;
URGENCES_P;2019;130786742;750821092;M9999;9;0;8.67;;
URGENCES_P;2019;130786742;750821092;N2120;1;0;1;;
URGENCES_P;2019;130786742;750821092;N2500;12;2;11.8;;
URGENCES_P;2019;130786742;750821092;NINF;24;0;20;;
URGENCES_P;2019;140000027;140000035;M9999;4;6;8.22;;1
URGENCES_P;2019;140000027;140000035;N1220;9;;4.22;;
URGENCES_P;2019;140000027;140000035;N2120;1;0;1;;1
URGENCES_P;2019;140000027;140000035;N2500;29;3;14.18;;
URGENCES_P;2019;140000027;140000035;N2620;1;;1;;
URGENCES_P;2019;140000027;140000035;N3120;;;0.5;;
URGENCES_P;2019;140000027;140000035;N9999;80;7;43.63;;
URGENCES_P;2019;140000027;140000035;NINF;40;4;22.73;;
URGENCES_P;2019;140000209;140000100;M1140;6;4;4.32;;0
URGENCES_P;2019;140000209;140000100;M3020;2;;1.05;;
URGENCES_P;2019;140000209;140000100;M9999;23;10;18.4;;0
URGENCES_P;2019;140000209;140000100;N1220;5;1;3.95;;0
URGENCES_P;2019;140000209;140000100;N2120;5;;3.95;;0
URGENCES_P;2019;140000209;140000100;N2500;30;7;36.83;;
URGENCES_P;2019;140000209;140000100;N2620;18;;16.1;;0
URGENCES_P;2019;140000209;140000100;N9999;112;36;134.61;;
URGENCES_P;2019;140000209;140000100;NINF;50;24;66.47;;0
URGENCES_P;2019;140000233;140000118;M9999;1;1;2.63;;
URGENCES_P;2019;140000233;140000118;N1220;;1;0.58;;
URGENCES_P;2019;140000233;140000118;N2120;;1;0.7;;
URGENCES_P;2019;140000233;140000118;N2500;6;2;7.43;;
URGENCES_P;2019;140000233;140000118;N2620;2;;1.33;;
URGENCES_P;2019;140000233;140000118;N9999;17;7;19.44;;
URGENCES_P;2019;140000233;140000118;NINF;8;3;8.55;;
URGENCES_P;2019;140000373;140000159;M9999;3;8;7.36;1;1
URGENCES_P;2019;140000373;140000159;N1220;2;;2;2;1
URGENCES_P;2019;140000373;140000159;N2120;1;1;1.08;2;1
URGENCES_P;2019;140000373;140000159;N2500;6;;6.08;;
URGENCES_P;2019;140000373;140000159;N2620;12;2;5.84;1;1
URGENCES_P;2019;140000373;140000159;N9999;36;4;25.05;;
URGENCES_P;2019;140000373;140000159;NINF;15;1;10.05;1;1
URGENCES_P;2019;140002452;140025800;M9999;3;4;6.4;;
URGENCES_P;2019;140002452;140025800;N1220;1;;1;;
URGENCES_P;2019;140002452;140025800;N2120;;1;0.8;;
URGENCES_P;2019;140002452;140025800;N9999;10;5;9.45;;
URGENCES_P;2019;140002452;140025800;NINF;9;4;7.65;;
URGENCES_P;2019;140016759;140003146;M9999;3;9;7.5;;
URGENCES_P;2019;140016759;140003146;N1220;3;4;4.88;;
URGENCES_P;2019;140016759;140003146;N2120;1;;0.5;;
URGENCES_P;2019;140016759;140003146;N2500;9;1;5.47;;
URGENCES_P;2019;140016759;140003146;N3120;1;;0.1;;
URGENCES_P;2019;140016759;140003146;N9999;35;10;21.28;;
URGENCES_P;2019;140016759;140003146;NINF;21;5;10.33;;
URGENCES_P;2019;140017237;140003278;M9999;4;3;5.4;;
URGENCES_P;2019;140017237;140003278;N1220;1;3;3.43;;
URGENCES_P;2019;140017237;140003278;N2120;;1;0.5;;
URGENCES_P;2019;140017237;140003278;N2500;2;2;3.3;;
URGENCES_P;2019;140017237;140003278;N9999;12;8;17.78;;
URGENCES_P;2019;140017237;140003278;NINF;9;2;10.55;;
URGENCES_P;2019;140024886;140000092;M9999;;15;5.02;2;1
URGENCES_P;2019;140024886;140000092;N1220;;2;1.9;2;1
URGENCES_P;2019;140024886;140000092;N2120;;1;0.9;2;1
URGENCES_P;2019;140024886;140000092;N2500;9;2;10.5;;
URGENCES_P;2019;140024886;140000092;N9999;10;24;27.38;;
URGENCES_P;2019;140024886;140000092;NINF;1;19;14.08;2;1
URGENCES_P;2019;140026410;140026279;M9999;19;;10.38;;1
URGENCES_P;2019;140026410;140026279;N1220;4;;4.12;;1
URGENCES_P;2019;140026410;140026279;N2500;3;;3.12;;
URGENCES_P;2019;140026410;140026279;N2620;;;;;1
URGENCES_P;2019;140026410;140026279;N3120;;;0.09;;
URGENCES_P;2019;140026410;140026279;N9999;27;4;31.22;;
URGENCES_P;2019;140026410;140026279;NINF;20;4;23.89;;1
URGENCES_P;2019;150000032;150780088;M9999;2;3;3.18;3;1
URGENCES_P;2019;150000032;150780088;N1220;1;;1;;0
URGENCES_P;2019;150000032;150780088;N2120;1;;0.8;;0
URGENCES_P;2019;150000032;150780088;N2500;5;1;5.97;;
URGENCES_P;2019;150000032;150780088;N9999;19;1;13.46;;
URGENCES_P;2019;150000032;150780088;NINF;12;;5.69;;1
URGENCES_P;2019;150000040;150780096;M9999;14;3;5.57;;
URGENCES_P;2019;150000040;150780096;N1220;2;2;3;;
URGENCES_P;2019;150000040;150780096;N2120;;2;1.05;;
URGENCES_P;2019;150000040;150780096;N2500;12;5;15.86;;
URGENCES_P;2019;150000040;150780096;N2620;1;;1;;
URGENCES_P;2019;150000040;150780096;N3120;;3;0.51;;
URGENCES_P;2019;150000040;150780096;N9999;32;25;48.24;;
URGENCES_P;2019;150000040;150780096;NINF;16;11;24.53;;
URGENCES_P;2019;150000164;150780468;M9999;;10;10;3;1
URGENCES_P;2019;150000164;150780468;N1220;;1;1;;
URGENCES_P;2019;150000164;150780468;N2120;;1;1;;
URGENCES_P;2019;150000164;150780468;N2500;;13;6.77;;
URGENCES_P;2019;150000164;150780468;N9999;;23;15.65;;
URGENCES_P;2019;150000164;150780468;NINF;;8;6.88;3;1
URGENCES_P;2019;160000253;160000451;M1140;1;;1;;0
URGENCES_P;2019;160000253;160000451;M3020;;1;0.03;;
URGENCES_P;2019;160000253;160000451;M9999;5;16;13.04;;0
URGENCES_P;2019;160000253;160000451;N1220;1;1;1.94;;0
URGENCES_P;2019;160000253;160000451;N2120;;2;1.67;;0
URGENCES_P;2019;160000253;160000451;N2500;24;1;21.42;;
URGENCES_P;2019;160000253;160000451;N3120;;1;0.5;;
URGENCES_P;2019;160000253;160000451;N9999;61;28;74.49;;
URGENCES_P;2019;160000253;160000451;NINF;36;2;46.05;2;1
URGENCES_P;2019;160000303;160006037;M9999;7;1;7.39;2;1
URGENCES_P;2019;160000303;160006037;N1220;1;;1;1;1
URGENCES_P;2019;160000303;160006037;N2120;1;;0.3;1;1
URGENCES_P;2019;160000303;160006037;N2500;1;0;0.35;;
URGENCES_P;2019;160000303;160006037;N2620;5;;6.58;2;1
URGENCES_P;2019;160000303;160006037;N9999;16;2;19.99;;
URGENCES_P;2019;160000303;160006037;NINF;8;2;11.76;1;1
URGENCES_P;2019;160000311;160000485;M9999;5;6;7.4;2;1
URGENCES_P;2019;160000311;160000485;N1220;1;;0.69;2;1
URGENCES_P;2019;160000311;160000485;N2120;1;;0.25;;
URGENCES_P;2019;160000311;160000485;N2500;9;1;7.55;;
URGENCES_P;2019;160000311;160000485;N9999;21;2;15.74;;
URGENCES_P;2019;160000311;160000485;NINF;10;1;7.25;2;1
URGENCES_P;2019;160000337;160000493;M9999;3;2;2.44;2;1
URGENCES_P;2019;160000337;160000493;N1220;3;;1.15;;0
URGENCES_P;2019;160000337;160000493;N2120;1;;0.12;;0
URGENCES_P;2019;160000337;160000493;N2500;7;;3.56;;
URGENCES_P;2019;160000337;160000493;N9999;34;6;18.89;;
URGENCES_P;2019;160000337;160000493;NINF;13;2;8.4;2;1
URGENCES_P;2019;160015368;160014411;M9999;6;6;6.11;3;1
URGENCES_P;2019;160015368;160014411;N1220;1;;1;;0
URGENCES_P;2019;160015368;160014411;N2120;1;;0.68;;0
URGENCES_P;2019;160015368;160014411;N2500;10;1;9.62;;
URGENCES_P;2019;160015368;160014411;N9999;28;1;26.65;;
URGENCES_P;2019;160015368;160014411;NINF;16;;15.35;3;1
URGENCES_P;2019;170000038;170780050;M9999;4;;4.68;3;1
URGENCES_P;2019;170000038;170780050;N1220;;1;0.53;3;1
URGENCES_P;2019;170000038;170780050;N2120;1;;0.68;3;1
URGENCES_P;2019;170000038;170780050;N2500;11;;10.34;;
URGENCES_P;2019;170000038;170780050;N2620;6;;6.4;3;1
URGENCES_P;2019;170000038;170780050;N9999;24;9;25.5;;
URGENCES_P;2019;170000038;170780050;NINF;6;8;7.55;3;1
URGENCES_P;2019;170000087;170024194;M9999;;59;16.6;2;1
URGENCES_P;2019;170000087;170024194;N1220;5;;3.43;;
URGENCES_P;2019;170000087;170024194;N2120;3;;2.37;;
URGENCES_P;2019;170000087;170024194;N2500;28;6;32.13;;
URGENCES_P;2019;170000087;170024194;N3120;2;;0.9;;
URGENCES_P;2019;170000087;170024194;N9999;60;23;73.49;;
URGENCES_P;2019;170000087;170024194;NINF;22;17;34.66;;
URGENCES_P;2019;170000095;170780167;M9999;6;1;3.5;2;1
URGENCES_P;2019;170000095;170780167;N1220;1;;0.5;2;1
URGENCES_P;2019;170000095;170780167;N2120;1;;0.29;2;1
URGENCES_P;2019;170000095;170780167;N2500;8;;7.48;;
URGENCES_P;2019;170000095;170780167;N2620;1;;0.99;2;0
URGENCES_P;2019;170000095;170780167;N3120;3;;0.13;;
URGENCES_P;2019;170000095;170780167;N9999;27;1;21.83;;
URGENCES_P;2019;170000095;170780167;NINF;13;1;12.44;2;1
URGENCES_P;2019;170000103;170780175;M1140;5;0;0.8;2;1
URGENCES_P;2019;170000103;170780175;M9999;20;1;9.65;2;1
URGENCES_P;2019;170000103;170780175;N1220;4;0;1.2;2;1
URGENCES_P;2019;170000103;170780175;N2120;5;0;1.63;2;1
URGENCES_P;2019;170000103;170780175;N2500;37;16;20.4;;
URGENCES_P;2019;170000103;170780175;N2620;0;0;0;2;1
URGENCES_P;2019;170000103;170780175;N3120;0;0;0.05;;
URGENCES_P;2019;170000103;170780175;N9999;120;48;55.08;;
URGENCES_P;2019;170000103;170780175;NINF;66;31;31.2;2;1
URGENCES_P;2019;170000152;170780225;M1140;1;3;1.63;;
URGENCES_P;2019;170000152;170780225;M9999;10;32;8.08;2;1
URGENCES_P;2019;170000152;170780225;N1220;7;1;6.86;2;1
URGENCES_P;2019;170000152;170780225;N2120;1;;0.5;2;1
URGENCES_P;2019;170000152;170780225;N2500;24;1;18.39;;
URGENCES_P;2019;170000152;170780225;N9999;59;9;57.92;;
URGENCES_P;2019;170000152;170780225;NINF;27;7;25.67;2;1
URGENCES_P;2019;170022065;170022057;M9999;4;6;7.86;;
URGENCES_P;2019;170022065;170022057;N1220;3;;3;;
URGENCES_P;2019;170022065;170022057;N2120;1;;0.79;;
URGENCES_P;2019;170022065;170022057;N2500;20;3;15.69;;
URGENCES_P;2019;170022065;170022057;N2620;3;;1.26;;
URGENCES_P;2019;170022065;170022057;N9999;54;5;43.8;;
URGENCES_P;2019;170022065;170022057;NINF;27;2;23.06;;
URGENCES_P;2019;170022818;170022057;M9999;;19;2.89;;
URGENCES_P;2019;170022818;170022057;N1220;6;;2.31;;
URGENCES_P;2019;170022818;170022057;N2120;1;;0.3;;
URGENCES_P;2019;170022818;170022057;N2500;6;;2.62;;
URGENCES_P;2019;170022818;170022057;N9999;17;;7.48;;
URGENCES_P;2019;170022818;170022057;NINF;4;;2.25;;
URGENCES_P;2019;170022826;170022057;N1220;2;;2;;
URGENCES_P;2019;170022826;170022057;N2120;1;;1;;
URGENCES_P;2019;170022826;170022057;N2500;3;;3;;
URGENCES_P;2019;170022826;170022057;N9999;13;;13;;
URGENCES_P;2019;170022826;170022057;NINF;7;;7;;
URGENCES_P;2019;180000010;180000028;M9999;;43;12.74;3;1
URGENCES_P;2019;180000010;180000028;N1220;1;6;2.91;;0
URGENCES_P;2019;180000010;180000028;N2120;;1;0.4;;0
URGENCES_P;2019;180000010;180000028;N2500;3;6;9.52;;
URGENCES_P;2019;180000010;180000028;N9999;25;27;48.2;;
URGENCES_P;2019;180000010;180000028;NINF;21;14;35.37;;0
URGENCES_P;2019;180000200;180000051;M9999;2;12;6.26;;
URGENCES_P;2019;180000200;180000051;N1220;2;0;1.98;;
URGENCES_P;2019;180000200;180000051;N2120;0;1;0.5;;
URGENCES_P;2019;180000200;180000051;N2500;11;1;11.56;;
URGENCES_P;2019;180000200;180000051;N9999;20;22;33.5;;
URGENCES_P;2019;180000200;180000051;NINF;0;18;12.32;;
URGENCES_P;2019;180000283;180000069;M1140;3;;0.23;;0
URGENCES_P;2019;180000283;180000069;M9999;7;;3.12;1;1
URGENCES_P;2019;180000283;180000069;N1220;2;;2;;0
URGENCES_P;2019;180000283;180000069;N2120;;1;0.5;;0
URGENCES_P;2019;180000283;180000069;N2500;6;1;6.93;;
URGENCES_P;2019;180000283;180000069;N2620;4;1;4.8;;0
URGENCES_P;2019;180000283;180000069;N9999;21;13;26.57;;
URGENCES_P;2019;180000283;180000069;NINF;9;10;12.34;3;1
URGENCES_P;2019;190000018;190000042;M9999;11;7;8.14;3;1
URGENCES_P;2019;190000018;190000042;N1220;1;1;1.52;;
URGENCES_P;2019;190000018;190000042;N2120;1;;0.82;2;1
URGENCES_P;2019;190000018;190000042;N2500;17;1;16.56;;
URGENCES_P;2019;190000018;190000042;N2620;;;0.17;;
URGENCES_P;2019;190000018;190000042;N3120;1;;0.2;;
URGENCES_P;2019;190000018;190000042;N9999;54;2;51.62;;
URGENCES_P;2019;190000018;190000042;NINF;34;;32.35;2;1
URGENCES_P;2019;190000026;190000059;M9999;10;1;4.95;1;1
URGENCES_P;2019;190000026;190000059;N1220;;4;1.49;;1
URGENCES_P;2019;190000026;190000059;N2120;1;;1;;0
URGENCES_P;2019;190000026;190000059;N2500;12;4;15.79;;
URGENCES_P;2019;190000026;190000059;N9999;28;12;36.14;;
URGENCES_P;2019;190000026;190000059;NINF;15;4;17.86;;0
URGENCES_P;2019;190000091;190000075;M9999;5;5;6.47;;0
URGENCES_P;2019;190000091;190000075;N1220;1;0;1.04;2;1
URGENCES_P;2019;190000091;190000075;N2120;0;1;0.5;2;1
URGENCES_P;2019;190000091;190000075;N2500;8;2;9.71;;
URGENCES_P;2019;190000091;190000075;N9999;18;3;18.92;;
URGENCES_P;2019;190000091;190000075;NINF;9;0;7.67;;0
URGENCES_P;2019;210012670;210011367;M9999;9;;9;;
URGENCES_P;2019;210012670;210011367;N1220;4;;5.05;;
URGENCES_P;2019;210012670;210011367;N2120;1;;1;;
URGENCES_P;2019;210012670;210011367;N2500;2;;2.09;;
URGENCES_P;2019;210012670;210011367;N3120;;1;0.14;;
URGENCES_P;2019;210012670;210011367;N9999;25;1;26.94;;
URGENCES_P;2019;210012670;210011367;NINF;18;0;18.66;;
URGENCES_P;2019;210987558;210780581;M1140;;15;2.96;;0
URGENCES_P;2019;210987558;210780581;M3020;1;;1;;
URGENCES_P;2019;210987558;210780581;M9999;1;56;12.97;2;1
URGENCES_P;2019;210987558;210780581;N1220;4;;3.1;;0
URGENCES_P;2019;210987558;210780581;N2120;3;;2.2;;0
URGENCES_P;2019;210987558;210780581;N2500;15;;14.51;;
URGENCES_P;2019;210987558;210780581;N3120;1;;0.2;;
URGENCES_P;2019;210987558;210780581;N9999;120;;86.45;;
URGENCES_P;2019;210987558;210780581;NINF;56;;54.29;;0
URGENCES_P;2019;210987657;210012175;M9999;6;5;8.49;2;1
URGENCES_P;2019;210987657;210012175;N1220;2;;1.87;2;1
URGENCES_P;2019;210987657;210012175;N2120;1;;1;2;1
URGENCES_P;2019;210987657;210012175;N2500;6;;5.2;;
URGENCES_P;2019;210987657;210012175;N9999;41;9;37.97;;
URGENCES_P;2019;210987657;210012175;NINF;31;2;26.08;2;1
URGENCES_P;2019;210987665;210012142;M9999;8;1;7.8;;1
URGENCES_P;2019;210987665;210012142;N2120;1;;1.06;;
URGENCES_P;2019;210987665;210012142;N9999;17;;17.06;;
URGENCES_P;2019;210987665;210012142;NINF;16;;16;;
URGENCES_P;2019;210987699;210780706;M9999;10;5;13.11;2;1
URGENCES_P;2019;210987699;210780706;N1220;4;0;4;2;1
URGENCES_P;2019;210987699;210780706;N2120;2;0;0.88;2;1
URGENCES_P;2019;210987699;210780706;N2500;12;2;6.89;;
URGENCES_P;2019;210987699;210780706;N9999;54;7;39.27;;
URGENCES_P;2019;210987699;210780706;NINF;32;5;24.1;2;1
URGENCES_P;2019;220000012;220000020;M1140;1;2;2.25;;0
URGENCES_P;2019;220000012;220000020;M9999;7;10;12.93;;0
URGENCES_P;2019;220000012;220000020;N1220;3;1;2.13;;0
URGENCES_P;2019;220000012;220000020;N2120;3;;3;;0
URGENCES_P;2019;220000012;220000020;N2500;27;17;47.41;;
URGENCES_P;2019;220000012;220000020;N9999;83;64;109.83;;
URGENCES_P;2019;220000012;220000020;NINF;41;41;57.29;;0
URGENCES_P;2019;220000095;220000046;M9999;9;3;9.33;3;1
URGENCES_P;2019;220000095;220000046;N1220;2;3;2.48;3;1
URGENCES_P;2019;220000095;220000046;N2120;1;0;1.07;3;
URGENCES_P;2019;220000095;220000046;N2500;21;2;20.69;;
URGENCES_P;2019;220000095;220000046;N9999;35;17;44.9;;
URGENCES_P;2019;220000095;220000046;NINF;11;12;20.38;;1
URGENCES_P;2019;220000343;220000079;M9999;3;6;6.19;3;1
URGENCES_P;2019;220000343;220000079;N1220;3;4;3.78;;1
URGENCES_P;2019;220000343;220000079;N2120;0;1;0.9;3;1
URGENCES_P;2019;220000343;220000079;N2500;12;5;15.04;;
URGENCES_P;2019;220000343;220000079;N9999;26;21;38.25;;
URGENCES_P;2019;220000343;220000079;NINF;11;10;18.34;;
URGENCES_P;2019;220000368;220000103;M9999;;9;6.23;;1
URGENCES_P;2019;220000368;220000103;N1220;5;2;6.96;;0
URGENCES_P;2019;220000368;220000103;N2120;;2;1.09;2;1
URGENCES_P;2019;220000368;220000103;N2500;15;1;16.33;;
URGENCES_P;2019;220000368;220000103;N9999;34;15;49.84;;
URGENCES_P;2019;220000368;220000103;NINF;14;10;25.46;;0
URGENCES_P;2019;220000541;220000152;M9999;;15;8.41;2;1
URGENCES_P;2019;220000541;220000152;N1220;5;2;6.55;2;1
